-9.631070999999999938e-01,9.971115999999999868e-01,-9.985380000000000367e-01,9.998092699999999722e-01,8.967637999999999998e-01,-7.228189999999999893e-01,6.215024400000000032e-02,9.650653999999999622e-01,1.181125039999999932e-01,-2.989577400000000273e-01
-9.944699399999999967e-01,9.868091300000000343e-01,-9.993149000000000060e-01,9.989679500000000489e-01,9.175343999999999722e-01,-5.968360000000000332e-01,2.521706200000000120e-01,3.830640299999999998e-01,2.388218500000000022e-01,8.966693999999999498e-01
-9.927211000000000229e-01,-8.166098600000000485e-02,-9.922671299999999972e-01,9.878062600000000471e-01,9.486529000000000211e-01,9.725544499999999593e-01,8.114236599999999910e-01,-1.747316299999999989e-01,3.493752500000000261e-01,6.102857000000000420e-01
-4.591250000000000192e-02,-9.831463000000000285e-01,4.686031299999999788e-01,8.416385699999999748e-01,9.893527600000000533e-01,9.996490500000000390e-01,8.631554999999999644e-01,-8.194268999999999581e-01,-8.634947499999999776e-01,5.851336999999999788e-01
-8.145920599999999512e-01,4.164047200000000060e-01,-9.932118699999999967e-01,9.925163399999999969e-01,9.976017499999999538e-01,9.661697999999999675e-01,-6.025283999999999640e-01,8.985663999999999874e-01,-9.513951000000000491e-01,7.724474999999999536e-01
1.996602299999999941e-01,-9.909633399999999703e-01,5.351240000000000441e-01,7.558108000000000049e-01,9.918465600000000437e-01,9.996553000000000244e-01,5.137646000000000157e-01,-8.751724400000000514e-01,-9.614793000000000367e-01,8.922170400000000168e-01
9.675624400000000236e-01,-9.812486000000000264e-01,9.612648499999999485e-01,-9.753597000000000516e-01,9.110696000000000350e-01,9.902456400000000381e-01,-4.659622999999999959e-01,4.611331200000000075e-01,1.201215300000000041e-01,-8.579778999999999600e-01
-9.946983999999999826e-01,9.564521999999999746e-01,-9.990818999999999672e-01,9.988844000000000056e-01,9.842099500000000001e-01,4.384159699999999882e-01,3.744482399999999878e-01,6.631386000000000225e-01,-4.661554399999999765e-01,8.162414999999999532e-01
9.743306999999999940e-01,-9.417893999999999988e-01,9.933067599999999553e-01,-9.897205999999999504e-01,-7.112723600000000479e-01,8.244936000000000487e-01,6.186827300000000140e-02,9.172064699999999959e-01,4.387327999999999784e-01,-9.956846000000000307e-01
-9.559419000000000111e-01,9.772847999999999535e-01,-9.968940600000000263e-01,9.996353399999999834e-01,9.905115399999999681e-01,4.499901800000000174e-01,-2.029766300000000051e-02,9.643323400000000101e-01,-7.725770499999999874e-01,-1.820177599999999937e-02
-9.902058999999999722e-01,9.949258600000000508e-01,-9.992878400000000383e-01,9.996418400000000037e-01,7.883711500000000205e-01,-8.220891000000000171e-01,3.321843999999999908e-01,7.487601999999999869e-01,4.248317200000000238e-01,6.257577500000000015e-01
9.743216599999999783e-01,-9.528638999999999859e-01,3.641413700000000198e-01,6.601121399999999584e-01,9.868012999999999924e-01,9.988854000000000344e-01,-1.460378200000000126e-01,8.765819999999999723e-01,-7.934569999999999679e-01,-8.272511999999999643e-01
